,id_str,text,created_hr,created_dotw,calltime,day,set,call,favorite_count,retweet_count,place_names,place_ids,sources,influence_score,in_reply_to_status_id_str,in_reply_to_user_id_str,lang,is_quote_status,retweeted,truncated,user_id_str,user_name,user_description,user_location,user_since,favorites_counts,followers_count,friends_count,listed_count,profile_background_color,profile_text_color,user_screen_name,statuses_count,verified,num_tags,num_media,num_symbols,num_urls,num_user_mentions
2420,1095798073379348480,"Just posted a photo @ Duncannon, Pennsylvania https://t.co/7ktIv98eZb",16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Instagram,3.675,,,en,False,False,False,29498819,Ricky D.,Truck Driver,Over the road,9,23,135,46,4,1A1B1F,666666,RickyDuBois,1198,False,0,0,0,1,0
2421,1095798107160358913,"lmao my second job lit , all they do is sit in the back and watch tv and vape 😂😭 lmaooo literally getting paid to do nothing",16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,20.200000000000003,,,en,False,False,False,2479700943,𝔞 𝔫 𝔞 𝔩 𝔶 𝔰 𝔢                     ღ,|| stay woke. ✨ || 👽 | intuitive empath 🦋 || just living life & goin w the flow | florida gyal. from the 717🔸 $ not from here 🛸,"Florida, USA",4,14966,793,385,5,000000,000000,c_analyse,16603,False,0,0,0,0,0
2422,1095798129973178387,ok gonna try to beat my record in ctr lol,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,Canada,3376992a082d67c7,Twitter Web Client,19.425,,,en,False,False,False,817035440058433540,Bruh monolith,"18 y/old artist, musician and loser. @VaporSynth_ got its nuts sat on 😔😔  #SusieGang pfp by @Hypn0drama",commissions:closed atm,2,37321,723,335,18,F5F8FA,333333,Vapor_Synth,15307,False,0,0,0,0,0
2423,1095798134641438726,sometimes i feel like people just don’t listen to a word i say,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,7.875000000000001,,,en,False,False,False,2276094083,Sheridan,IU 22’,springfield,5,15872,312,418,1,000000,000000,sherm7713,4473,False,0,0,0,0,0
2424,1095798147467472897,"Interested in a job in #Erie, PA? This could be a great fit. Click the link in our bio to apply: Retail Merchandise… https://t.co/T7n23eJgd4",16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Erie, PA",29aaa88d9fe74b50,CareerArc 2.0,27.849999999999998,,,en,False,False,True,455073431,PA Marketing/Adv,Follow this account for geo-targeted Marketing/Ad/PR job tweets in Pennsylvania Non-Metro. Need help? Tweet us at @CareerArc!,Pennsylvania Non-Metro,7,0,325,191,263,253956,333333,tmj_pa_adv,298,False,1,0,0,1,0
2425,1095798175942750225,"I was challenged by @icr205 to post covers of 7 books that I love.  No explanations, no reviews.  I’ll challenge so… https://t.co/Yoh4CXCXxu",16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,3.5250000000000004,,,en,True,False,True,3087758362,Kelly Apruzzi,"Principal of Kenneth N. Butz, Jr. Elementary School","Pennsylvania, USA",3,953,141,123,0,C0DEED,333333,KBESPrincipal,261,False,0,0,0,1,1
2426,1095798192489279492,@realDonaldTrump Yeah wait til they see their taxes!,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,0.07500000000000001,1095699493440446464,25073877,en,False,False,False,911701575831314432,Jenna,,"Pennsylvania, USA",1,261,3,237,0,F5F8FA,333333,Jenna83537519,1035,False,0,0,0,0,1
2427,1095798284482953216,My stomach hurt yo,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,30.175,,,en,True,False,False,2415868633,™,,"Philadelphia, PA",4,3404,1195,650,4,C0DEED,333333,bash18c,7995,False,0,0,0,0,0
2428,1095798301088190464,@averieridings @TheKyliaAnne @unspokensolace @lipslikeoxygen @retrcgrades @tantrumm @libbyblount @pointyfellows… https://t.co/OZenyxOYtf,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,6.825,1095797753521811458,1062500835899383809,en,False,False,True,1074772389744050176,emily ⊰ 20,concert enthusiast//aspiring merch girl➡️concert promoter/marketing director emilylutz54@gmail.com,pittsburgh,0,3621,243,345,10,F5F8FA,333333,_emilygrace54,2133,False,0,0,0,1,8
2429,1095798336832106499,@TheKyliaAnne @averieridings @unspokensolace @lipslikeoxygen @retrcgrades @tantrumm @libbyblount @pointyfellows… https://t.co/JauERiq2vT,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,6.825,1095798029259403264,268573438,en,False,False,True,1074772389744050176,emily ⊰ 20,concert enthusiast//aspiring merch girl➡️concert promoter/marketing director emilylutz54@gmail.com,pittsburgh,0,3622,243,345,10,F5F8FA,333333,_emilygrace54,2134,False,0,0,0,1,8
2430,1095798355660279808,"@allidoisowen @ewarren @TulsiGabbard she should be included, since every other woman running is a better candidate… https://t.co/Lkoudfi8h0",16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,1.6,1095538417520336896,337484648,en,False,False,True,26279831,David Katz,,,9,4214,55,482,3,C0DEED,333333,dskinpa,3651,False,0,0,0,1,3
2431,1095798357723922432,"@RealMichaelKay, @TMKSESPN I always thought it was interesting last season that Jordan Montgomery was on the bench… https://t.co/XmPQmOtm0w",16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter Web Client,12.200000000000001,,221147416,en,False,False,True,17270535,Joe O'Neill,"Father, husband, baseball stats geek & ballpark explorer. I review ballparks at http://myballparks.com Member of @SABR Director of Visual Media @DickinsonCol","Carlisle, PA",10,2386,407,321,27,9AE4E8,333333,JoeONeillMedia,1252,False,0,0,0,1,2
2432,1095798393505529856,Say this to crash an iPhone instantly.. https://t.co/ELCyoS0bUN via @YouTube,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,8.9,,,en,False,False,False,1281553592,matt jones,ride a 2018 yz125 and work as a detailer and a porter which is shuttles at Seidel Hyundai,"Wernersville, PA",5,4927,335,4610,7,C0DEED,333333,motomatt4,3175,False,0,0,0,1,1
2433,1095798432122503173,Googling accountant memes to see if anyone else in the world relates to literally crying in the bathroom because nu… https://t.co/DJk6XxpUhh,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,6.275,,,en,False,False,True,180906127,@bathsmusic,cats are just humans that crawl around on all fours like the girl from the grudge she/her,the lonesome crowded east,8,15360,230,381,7,783745,333333,ghoulinterruptd,15647,False,0,0,0,1,0
2434,1095798447972802562,Inclusivity is the key to a teams’ true success #NCBOCCE #PROUD https://t.co/Z6GE3ae0Tl,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,1.1,,,en,False,False,False,1038511067452858369,"John Mozzocio, Ed.D {EBD}",Husband^Father^Special Service Director^Coach DISCIPLINE CONSISTENCY & PERSERVERENCE,,0,258,44,141,0,F5F8FA,333333,John_Mozzocio,18,False,2,0,0,1,0
2435,1095798496718934018,@nverkept @averieridings @TheKyliaAnne @unspokensolace @lipslikeoxygen @retrcgrades @tantrumm @libbyblount… https://t.co/KSv3hAh0iJ,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,6.825,1095798164920119299,824078895280431105,en,False,False,True,1074772389744050176,emily ⊰ 20,concert enthusiast//aspiring merch girl➡️concert promoter/marketing director emilylutz54@gmail.com,pittsburgh,0,3623,243,345,10,F5F8FA,333333,_emilygrace54,2135,False,0,0,0,1,8
2436,1095798563190329346,@WhiteHouse Y'all seem to be working harder with #nra prayers and well wishes don't and won't do much,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,2.1,1095795313900695569,822215673812119553,en,False,False,False,759978685956919296,Double K&G,"Issa Samb👆🏿 Here for:
Politics| Social commentary| Comedy| Sports| Music|","San Diego, CA",2,11233,75,496,3,F5F8FA,333333,Kevo_vLOGGER,6235,False,1,0,0,0,1
2437,1095798573126553600,@politiquestions i AGREE,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,17.925,1095779001690402831,619488277,en,False,False,False,2359153771,baby arugula,"Safa, surrealist tweeter, Fenty‘s guardian, she/they",,5,31704,711,437,2,C0DEED,333333,missnorthphilly,16250,False,0,0,0,0,1
2438,1095798577085976581,@raerenyse Only if they’re the one with the white icing,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,8.35,1095444588884574210,747225778966802432,en,False,False,False,2276299446,AphillyatedMusicGroup,"Services: FREE Studio Time, M&M, Beats, Promo, Disc. Video/Photo Shoots. Booking Info Via Management: Marquise White @ djaphillyated@gmail.com or 215-881-3554",Music Industry,5,142,331,270,1,C0DEED,333333,AMGIsTheWay,435,False,0,0,0,0,1
2439,1095798614566162432,Best steaks around @ Westtown Meat Market https://t.co/DoV31aDHfG,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Instagram,5.425,,,en,False,False,False,267458216,Todd Clarke,"In 1972, a crack commando unit was sent to prison by a military court for a crime they didn't commit. I was also born.","west chester, pa",7,16,208,1040,3,C0DEED,333333,imowgrassdotcom,949,False,0,0,0,1,0
2441,1095798659508244480,@retrcgrades @averieridings @TheKyliaAnne @unspokensolace @lipslikeoxygen @tantrumm @libbyblount @pointyfellows… https://t.co/48dB4oCx9r,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,6.825,1095798288547278849,761001072,en,False,False,True,1074772389744050176,emily ⊰ 20,concert enthusiast//aspiring merch girl➡️concert promoter/marketing director emilylutz54@gmail.com,pittsburgh,0,3625,243,345,10,F5F8FA,333333,_emilygrace54,2136,False,0,0,0,1,8
2442,1095798662372962305,"Roses are red
Violets are blue
Garlic Bread &amp; pizza
Listening to
@blink182",16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,3.725,,,en,False,False,False,1010427187365740544,JENNY,Let me take beautiful portraits of your beautiful soul.,Life & Death ,0,16237,140,1307,3,F5F8FA,333333,JLWOLFCHRISTIE,5090,False,0,0,0,0,1
2444,1095798696422375429,@kswboyles @PAIU @nstoypa @PAECT @STEMCampEdu Thanks Kelsi! @KenEhrmann and I had a blast with this session. A lot of great convos!,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,74.4,1095782966985457665,38344183,en,False,False,False,2425662446,Ryne Anthony,Edu. Innovations Specialist @CCIU_24 @Raspberry_Pi Certified Educator @STEMCampEdu Lead Learner #KTIfamily #edtech #STEMed #makerspace #ecet2life #stemcampedu,"Downingtown, PA",4,8090,2721,2998,85,000000,000000,MrRyneAnthony,3456,False,0,0,0,0,6
2445,1095798698032939008,@Chappell1Lauren pretty sure i didn’t ask you,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,0.7250000000000001,1095798591170457601,705685820,en,False,False,False,2762839841,Courtney 🖤,,,4,319,29,197,0,C0DEED,333333,CbCnicoleb22,195,False,0,0,0,0,1
2446,1095798700553789454,@lipslikeoxygen @averieridings @TheKyliaAnne @unspokensolace @retrcgrades @tantrumm @libbyblount @pointyfellows… https://t.co/1SEqhNHhIM,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,6.825,1095798358621519872,631208947,en,False,False,True,1074772389744050176,emily ⊰ 20,concert enthusiast//aspiring merch girl➡️concert promoter/marketing director emilylutz54@gmail.com,pittsburgh,0,3625,243,345,10,F5F8FA,333333,_emilygrace54,2137,False,0,0,0,1,8
2447,1095798717272215552,@smalltownandrew Throwing a chair unto a highway? I'm surprised that no one was killed. The stupidity is overwhelming.,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter Web Client,92.45,1095754105937633281,266237495,en,False,False,False,49732083,Daveda Gruber,"Writer of 20 books, & writer & chief editor at https://t.co/ANuuR8yh4Z, https://t.co/Z2m6pBwXZK and https://t.co/VwKnY90EBO & Graphic Artist & Video producer.",PA,9,6397,3455,4923,81,FF6699,362720,DavedaGruber,19808,False,0,0,0,0,1
2448,1095798767540994048,@nolanrog23 remember when we used to be friends before you said that?,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,7.175000000000001,1095769543329415168,2859165696,en,False,False,False,2446301004,e m   s t r e e t e r,"live happily, love radically",,4,3633,287,277,0,000000,000000,lilstreeter,940,False,0,0,0,0,1
2449,1095798786213986305,@TheJillWilliams PT school,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Erie, PA",29aaa88d9fe74b50,Twitter for iPhone,10.475000000000001,1095795139237294084,1107303812,en,False,False,False,586034090,Kellie,PSB'19,"Waterford, Pennsylvania",6,6545,419,264,0,5100FF,333333,Kellie_Brown13,7620,False,0,0,0,0,1
2452,1095798831420243976,@9Lunafys send for $10 best of 3,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,3.575,1095798590499418112,1014357537284677633,en,False,False,False,805539301249417216,𝒵𝓊𝓂𝑒𝓉𝓇𝒾𝒸𝒶𝓁,| fifteen | hard work beats talent |,east coast,2,10536,143,78,0,F5F8FA,333333,Zumetrical,2700,False,0,0,0,0,1
2453,1095798853549338629,@MyDaughtersArmy I feel like this guy is always in the middle of experiencing a medical emergency.,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,0.525,1095767408051212288,2196201139,en,False,False,False,892757844285632513,Ashamed American,,"Philadelphia, PA",1,3266,21,190,0,F5F8FA,333333,BenjaminHSchof1,3286,False,0,0,0,0,1
2454,1095798874680295424,@magistrazee @peteandc Thanks Zee! It’s was good seeing you!,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,74.4,1095759473904361474,14592039,en,False,False,False,2425662446,Ryne Anthony,Edu. Innovations Specialist @CCIU_24 @Raspberry_Pi Certified Educator @STEMCampEdu Lead Learner #KTIfamily #edtech #STEMed #makerspace #ecet2life #stemcampedu,"Downingtown, PA",4,8091,2721,2998,85,000000,000000,MrRyneAnthony,3457,False,0,0,0,0,2
2455,1095798894414438401,@keyairruh ya’ll okay down there???,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,1.925,,17302047,en,True,False,False,745036253884780545,Andrew “Please Quiet Down” Bower,"I swear I’m funny, just give me a minute.","Harrisburg, PA",2,4050,77,522,0,F5F8FA,333333,abower9500,1146,False,0,0,0,0,1
2457,1095798911384588294,@B3oyER I’d leave you on read too,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,9.325000000000001,1095750423603015681,276822225,en,False,False,False,98253610,Carly Imler,,,9,11340,361,530,4,4FE5FF,333333,carly_imler,4912,False,0,0,0,0,1
2458,1095798934633615360,@NewAmplicPhase TED!!! U sweetheart,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,17.925,1095779048821870593,325984450,en,False,False,False,2359153771,baby arugula,"Safa, surrealist tweeter, Fenty‘s guardian, she/they",,5,31705,711,437,2,C0DEED,333333,missnorthphilly,16252,False,0,0,0,0,1
2460,1095798976702570497,Gary Bamberger and I are excited to offer ICAgile Agile Coaching Certification workshop (ICP-ACC)… https://t.co/Wlre1gEBwG,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,20.575000000000003,,,en,False,False,True,249179248,Nimesh Soni,"Certified Enterprise Coach (CEC/CSC), SAFe SPC, Trainer, Book Author, industry veteran (20+ years experience), and Enterprise Transformation Coach",19425,8,13,679,691,48,EDECE9,634047,beyondCSM,2669,False,0,0,0,1,0
2461,1095799024068616192,i miss New York so much. i am honestly gonna have to start going to therapy again to learn how to cope with not bei… https://t.co/RHbdCkcYYj,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,66.025,,,en,False,False,True,46482296,berlin hell,idiot trans non-binary drag queen. (they/them),"Reading, PA",9,27770,2530,382,37,000000,65736C,BerlinHell,57468,False,0,0,0,1,0
2463,1095799085372788738,@lynnv378 So sorry,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,60.325,1095763446367428608,25811031,en,False,False,False,808124277962801156,George M. Robb,I am married,"Philadelphia, PA",2,1610,2410,4882,1,F5F8FA,333333,geolucky9,10562,False,0,0,0,0,1
2464,1095799088182976512,@MaxBoot @IlhanMN @CFR_org Reading the record of people who lie to congress is a bridge too far for Max.,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,19.725,1095789220466253824,28162211,en,False,False,False,49226344,Jawnmandu,for truth is truth To th’ end of reck’ning.”  - W.Shakespeare,On the playground,9,133574,735,1512,18,371B27,BE80A5,Kathmandu513,66906,False,0,0,0,0,3
2465,1095799094617038853,@9Lunafys ok send it for :50 got a $2 1nD rn,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,3.575,1095798981005885445,1014357537284677633,en,False,False,False,805539301249417216,𝒵𝓊𝓂𝑒𝓉𝓇𝒾𝒸𝒶𝓁,| fifteen | hard work beats talent |,east coast,2,10536,143,78,0,F5F8FA,333333,Zumetrical,2701,False,0,0,0,0,1
2468,1095799187399208960,Each year I like to get my wife chocolates from a cool place around the country for Valentines Day (along with some… https://t.co/Q1WM4NhIQX,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,1627.375,,,en,False,False,True,61342056,Joe Kunkle,Founder of http://OptionsHawk.com - Live Trading Hub - Street's Best Live Market Coverage -Plans on Site - Head Research Analyst at http://RelativityCap.com,Pennsylvania,9,296,58108,458,2329,C0DEED,333333,OptionsHawk,104238,False,0,0,0,1,0
2469,1095799206785241089,This was the only relatable one https://t.co/I6SsybeoOG,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,6.275,1095798432122503173,180906127,en,False,False,False,180906127,@bathsmusic,cats are just humans that crawl around on all fours like the girl from the grudge she/her,the lonesome crowded east,8,15361,230,381,7,783745,333333,ghoulinterruptd,15648,False,0,1,0,0,0
2471,1095799245356089347,@davidhogg111 Please fight on,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,60.325,1095776221609316354,1915033663,en,False,False,False,808124277962801156,George M. Robb,I am married,"Philadelphia, PA",2,1610,2410,4882,1,F5F8FA,333333,geolucky9,10564,False,0,0,0,0,1
2472,1095799282978967552,@cinnamoniboni @NintendoEurope It sucks you had to import it. I'm very surprised it never came out physically in Europe.,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,Canada,3376992a082d67c7,Twitter for Android,16.225,1095799069073596417,3378675004,en,False,False,False,119421767,JimmyJames 🚑,"I'm a Paramedic Otaku. I'm all about Comics, Video Games, Anime and Manga.                                             


Switch Friend Code 2450-8278-1326",Canada,8,19386,526,771,41,022330,333333,TheRealJimmyJam,22896,False,0,0,0,0,2
